City,State,Datetime,US_AQI,PM2_5_ugm3,AirIntel_Risk_Score,Risk_Category
Delhi,Delhi,2022-10-29 08:00:00,238.0,177.0,46.522999999999996,Moderate
Ahmedabad,Gujarat,2023-04-27 13:00:00,64.0,17.1,14.238,Safe
Panaji,Goa,2022-11-26 08:00:00,72.0,31.8,32.26,Moderate
Guwahati,Assam,2023-06-13 08:00:00,59.0,21.9,12.152,Safe
Raipur,Chhattisgarh,2024-09-03 21:00:00,72.0,43.1,15.541333333333332,Safe
Panaji,Goa,2025-09-23 21:00:00,54.0,15.7,19.023666666666667,Safe
Gangtok,Sikkim,2025-03-12 09:00:00,163.0,65.7,33.117000000000004,Moderate
Aizawl,Mizoram,2025-08-10 00:00:00,24.0,9.9,15.898,Safe
Bhopal,Madhya Pradesh,2025-06-18 17:00:00,57.0,11.8,5.811666666666667,Safe
Mumbai,Maharashtra,2025-09-16 08:00:00,64.0,16.3,7.013666666666667,Safe
Jaipur,Rajasthan,2024-12-29 06:00:00,129.0,54.6,30.619,Moderate
Delhi,Delhi,2024-01-02 10:00:00,173.0,75.7,40.18966666666667,Moderate
Ranchi,Jharkhand,2025-02-16 01:00:00,46.0,20.4,20.832,Safe
Guwahati,Assam,2024-10-31 00:00:00,95.0,44.8,25.52766666666667,Moderate
Kohima,Nagaland,2025-05-02 12:00:00,65.0,12.6,14.493,Safe
Visakhapatnam,Andhra Pradesh,2025-02-20 08:00:00,95.0,31.1,20.807333333333332,Safe
Panaji,Goa,2024-10-07 07:00:00,55.0,21.8,19.78633333333333,Safe
Guwahati,Assam,2023-07-07 04:00:00,38.0,8.3,11.953333333333333,Safe
Agartala,Tripura,2023-10-01 06:00:00,40.0,4.8,3.73,Safe
Bengaluru,Karnataka,2022-08-13 23:00:00,29.0,7.7,8.175333333333334,Safe
Delhi,Delhi,2024-06-07 07:00:00,181.0,91.7,36.06933333333333,Moderate
Guwahati,Assam,2023-08-18 10:00:00,57.0,13.1,5.991333333333333,Safe
Chennai,Tamil Nadu,2023-12-31 02:00:00,95.0,35.7,26.804000000000002,Moderate
Imphal,Manipur,2022-10-04 06:00:00,36.0,8.2,8.777666666666667,Safe
Ahmedabad,Gujarat,2024-08-12 22:00:00,50.0,17.2,6.400666666666666,Safe
Imphal,Manipur,2023-10-01 04:00:00,35.0,8.0,3.6753333333333336,Safe
Aizawl,Mizoram,2023-05-21 09:00:00,68.0,23.7,13.16,Safe
Visakhapatnam,Andhra Pradesh,2025-07-08 13:00:00,63.0,25.8,13.605,Safe
Bhopal,Madhya Pradesh,2023-06-23 02:00:00,77.0,30.6,14.622,Safe
Agartala,Tripura,2023-08-29 09:00:00,138.0,53.7,31.868000000000002,Moderate
Shillong,Meghalaya,2022-11-04 01:00:00,59.0,20.5,29.965666666666664,Moderate
Chandigarh,Punjab,2023-08-16 02:00:00,115.0,45.1,27.435666666666666,Moderate
Agartala,Tripura,2024-10-08 12:00:00,85.0,29.6,15.093333333333334,Safe
Gangtok,Sikkim,2024-07-19 21:00:00,33.0,8.9,11.611333333333334,Safe
Kohima,Nagaland,2023-12-27 16:00:00,56.0,14.9,29.124333333333333,Moderate
Shimla,Himachal Pradesh,2025-04-12 23:00:00,74.0,14.0,15.546333333333333,Safe
Raipur,Chhattisgarh,2022-10-23 12:00:00,138.0,31.8,14.561,Safe
Kohima,Nagaland,2024-04-30 04:00:00,73.0,19.4,12.997333333333334,Safe
Gurugram,Haryana,2024-11-24 14:00:00,172.0,36.0,27.359999999999996,Moderate
Kolkata,West Bengal,2024-10-15 21:00:00,167.0,108.3,38.524,Moderate
Delhi,Delhi,2023-10-21 07:00:00,120.0,59.3,22.534333333333333,Safe
Delhi,Delhi,2023-05-07 09:00:00,142.0,55.1,30.577333333333332,Moderate
Dehradun,Uttarakhand,2023-12-09 20:00:00,90.0,44.2,27.045666666666666,Moderate
Jaipur,Rajasthan,2023-08-15 02:00:00,71.0,21.2,13.473333333333333,Safe
Visakhapatnam,Andhra Pradesh,2023-02-02 09:00:00,154.0,49.6,27.909666666666666,Moderate
Gangtok,Sikkim,2024-07-16 04:00:00,34.0,3.8,16.135333333333335,Safe
Raipur,Chhattisgarh,2022-12-03 04:00:00,204.0,163.9,52.30266666666667,High
Ranchi,Jharkhand,2022-08-28 01:00:00,81.0,29.6,9.734333333333334,Safe
Aizawl,Mizoram,2023-01-28 06:00:00,115.0,32.4,35.758,Moderate
Lucknow,Uttar Pradesh,2025-04-04 11:00:00,96.0,16.8,17.861,Safe
Chennai,Tamil Nadu,2022-11-02 18:00:00,53.0,10.4,15.437333333333335,Safe
Agartala,Tripura,2023-08-11 09:00:00,99.0,32.5,16.823666666666668,Safe
Delhi,Delhi,2024-12-23 21:00:00,194.0,114.6,36.652,Moderate
Visakhapatnam,Andhra Pradesh,2023-06-11 15:00:00,104.0,33.1,19.017666666666667,Safe
Aizawl,Mizoram,2025-10-04 02:00:00,42.0,18.5,18.208333333333336,Safe
Ranchi,Jharkhand,2023-10-19 12:00:00,98.0,24.6,10.842,Safe
Jaipur,Rajasthan,2025-01-27 03:00:00,91.0,48.1,34.962666666666664,Moderate
Shimla,Himachal Pradesh,2025-10-24 05:00:00,88.0,27.3,22.712,Safe
Shimla,Himachal Pradesh,2023-11-30 08:00:00,43.0,8.1,14.334,Safe
Raipur,Chhattisgarh,2025-11-22 14:00:00,159.0,42.0,34.825,Moderate
Dehradun,Uttarakhand,2024-06-30 13:00:00,70.0,8.7,6.573,Safe
Aizawl,Mizoram,2025-03-12 09:00:00,176.0,68.2,25.867666666666665,Moderate
Raipur,Chhattisgarh,2024-05-20 10:00:00,85.0,27.1,14.857666666666667,Safe
Agartala,Tripura,2024-05-16 14:00:00,152.0,38.3,16.906333333333333,Safe
Kohima,Nagaland,2025-03-28 10:00:00,163.0,56.5,24.07766666666667,Safe
Gangtok,Sikkim,2023-10-20 03:00:00,56.0,7.5,13.322,Safe
Raipur,Chhattisgarh,2024-08-11 05:00:00,81.0,20.5,8.692666666666668,Safe
Guwahati,Assam,2023-01-10 04:00:00,111.0,52.0,37.58166666666666,Moderate
Panaji,Goa,2023-05-13 21:00:00,63.0,21.0,12.46,Safe
Mumbai,Maharashtra,2022-11-03 01:00:00,170.0,71.2,31.406666666666666,Moderate
Chennai,Tamil Nadu,2023-04-12 09:00:00,81.0,25.0,14.319666666666667,Safe
Guwahati,Assam,2023-12-21 01:00:00,70.0,33.5,32.27333333333333,Moderate
Patna,Bihar,2023-09-05 16:00:00,83.0,30.7,23.009666666666668,Safe
Panaji,Goa,2023-04-17 07:00:00,75.0,22.8,16.561,Safe
Imphal,Manipur,2024-10-10 00:00:00,65.0,24.2,20.848333333333333,Safe
Gurugram,Haryana,2024-09-10 21:00:00,153.0,54.0,26.159,Moderate
Aizawl,Mizoram,2023-12-09 20:00:00,37.0,18.2,27.953333333333333,Moderate
Guwahati,Assam,2025-02-10 03:00:00,149.0,51.2,34.94133333333333,Moderate
Bhopal,Madhya Pradesh,2024-07-10 17:00:00,54.0,12.8,13.722333333333335,Safe
Gurugram,Haryana,2023-12-31 04:00:00,238.0,194.2,58.425666666666665,High
Itanagar,Arunachal Pradesh,2025-01-10 13:00:00,67.0,20.8,22.397666666666666,Safe
Bhopal,Madhya Pradesh,2022-12-26 07:00:00,152.0,57.5,33.474333333333334,Moderate
Dehradun,Uttarakhand,2025-10-13 00:00:00,73.0,39.3,22.671999999999997,Safe
Visakhapatnam,Andhra Pradesh,2023-05-19 17:00:00,76.0,32.8,14.880666666666666,Safe
Panaji,Goa,2024-09-05 00:00:00,44.0,12.0,10.027999999999999,Safe
Panaji,Goa,2024-12-09 01:00:00,88.0,38.4,25.764,Moderate
Gurugram,Haryana,2023-09-25 07:00:00,139.0,73.8,19.253,Safe
Gurugram,Haryana,2024-09-05 03:00:00,129.0,75.4,31.595666666666666,Moderate
Shillong,Meghalaya,2025-06-08 06:00:00,67.0,22.5,20.679000000000002,Safe
Dehradun,Uttarakhand,2023-07-03 02:00:00,97.0,25.5,23.558,Safe
Lucknow,Uttar Pradesh,2024-06-04 19:00:00,180.0,48.8,26.124333333333333,Moderate
Bhubaneswar,Odisha,2025-04-04 04:00:00,60.0,19.8,19.795,Safe
Ranchi,Jharkhand,2025-07-07 04:00:00,60.0,23.7,12.091000000000001,Safe
Kohima,Nagaland,2024-06-09 15:00:00,77.0,15.3,8.023,Safe
Chandigarh,Punjab,2023-06-21 02:00:00,120.0,50.4,20.131999999999998,Safe
Bengaluru,Karnataka,2023-06-21 13:00:00,65.0,23.6,12.994333333333334,Safe
Jaipur,Rajasthan,2025-02-25 22:00:00,82.0,24.6,27.97,Moderate
Chandigarh,Punjab,2024-12-13 14:00:00,107.0,23.5,20.903666666666666,Safe
Dehradun,Uttarakhand,2024-11-30 21:00:00,125.0,64.3,39.215666666666664,Moderate
Aizawl,Mizoram,2024-12-28 21:00:00,60.0,20.0,24.742333333333335,Safe
Itanagar,Arunachal Pradesh,2024-02-11 19:00:00,43.0,10.8,22.625,Safe
Visakhapatnam,Andhra Pradesh,2023-11-08 21:00:00,132.0,60.5,32.58433333333333,Moderate
Dehradun,Uttarakhand,2025-01-06 20:00:00,109.0,62.6,24.786333333333335,Safe
Panaji,Goa,2024-10-03 23:00:00,68.0,25.6,16.30466666666667,Safe
Panaji,Goa,2022-10-25 15:00:00,91.0,30.2,15.631333333333334,Safe
Thiruvananthapuram,Kerala,2024-08-23 13:00:00,57.0,16.7,11.750333333333334,Safe
Chandigarh,Punjab,2024-07-19 05:00:00,166.0,57.7,19.55666666666667,Safe
Agartala,Tripura,2023-04-19 22:00:00,97.0,29.5,16.09466666666667,Safe
Shimla,Himachal Pradesh,2024-02-16 00:00:00,59.0,29.0,22.970333333333333,Safe
Dehradun,Uttarakhand,2024-12-27 15:00:00,89.0,11.4,18.24,Safe
Patna,Bihar,2023-08-03 12:00:00,53.0,15.9,10.996,Safe
Itanagar,Arunachal Pradesh,2025-10-04 15:00:00,42.0,5.2,3.868666666666667,Safe
Bhopal,Madhya Pradesh,2025-07-17 23:00:00,105.0,36.9,13.626,Safe
Raipur,Chhattisgarh,2023-10-26 12:00:00,138.0,31.0,22.78066666666667,Safe
Patna,Bihar,2025-06-29 05:00:00,88.0,23.9,17.365333333333332,Safe
Visakhapatnam,Andhra Pradesh,2025-11-06 23:00:00,126.0,54.7,30.391666666666666,Moderate
Agartala,Tripura,2023-06-09 03:00:00,160.0,33.1,16.42866666666667,Safe
Chennai,Tamil Nadu,2024-06-04 14:00:00,97.0,26.9,10.945333333333332,Safe
Kolkata,West Bengal,2024-07-22 12:00:00,42.0,9.4,9.460666666666667,Safe
Raipur,Chhattisgarh,2025-05-13 09:00:00,123.0,33.9,21.311999999999998,Safe
Ahmedabad,Gujarat,2023-03-09 18:00:00,75.0,9.5,14.050333333333334,Safe
Shillong,Meghalaya,2024-11-23 12:00:00,76.0,27.8,23.821333333333335,Safe
Raipur,Chhattisgarh,2025-06-20 18:00:00,60.0,37.0,13.778666666666666,Safe
Kolkata,West Bengal,2025-10-30 08:00:00,47.0,15.1,10.294666666666666,Safe
Chandigarh,Punjab,2022-08-16 22:00:00,80.0,32.7,14.993,Safe
Thiruvananthapuram,Kerala,2023-02-21 06:00:00,83.0,27.6,27.806,Moderate
Mumbai,Maharashtra,2023-06-04 20:00:00,64.0,18.2,12.452333333333334,Safe
Mumbai,Maharashtra,2024-01-16 02:00:00,70.0,26.3,18.568333333333335,Safe
Jaipur,Rajasthan,2024-01-17 19:00:00,142.0,59.8,33.05566666666667,Moderate
Thiruvananthapuram,Kerala,2024-06-05 03:00:00,53.0,13.7,19.251333333333335,Safe
Visakhapatnam,Andhra Pradesh,2023-07-07 08:00:00,59.0,14.7,6.347999999999999,Safe
Chennai,Tamil Nadu,2024-03-18 03:00:00,45.0,10.3,4.868666666666666,Safe
Mumbai,Maharashtra,2023-08-30 22:00:00,68.0,20.4,21.270000000000003,Safe
Raipur,Chhattisgarh,2024-02-24 17:00:00,126.0,46.9,30.609666666666666,Moderate
Shimla,Himachal Pradesh,2024-02-15 02:00:00,52.0,13.5,15.714,Safe
Thiruvananthapuram,Kerala,2025-01-15 07:00:00,62.0,15.0,16.458,Safe
Mumbai,Maharashtra,2024-12-12 19:00:00,185.0,51.0,29.757,Moderate
Kohima,Nagaland,2023-07-14 02:00:00,19.0,5.6,15.133333333333333,Safe
Bengaluru,Karnataka,2022-10-02 12:00:00,35.0,16.1,9.572333333333333,Safe
Agartala,Tripura,2024-04-26 22:00:00,85.0,32.0,15.499333333333334,Safe
Kohima,Nagaland,2023-07-10 16:00:00,34.0,4.2,11.183,Safe
Kolkata,West Bengal,2024-06-11 04:00:00,74.0,9.4,7.041666666666667,Safe
Kohima,Nagaland,2024-01-08 13:00:00,58.0,12.1,20.99266666666667,Safe
Hyderabad,Telangana,2023-10-08 23:00:00,108.0,64.0,20.972666666666665,Safe
Itanagar,Arunachal Pradesh,2025-10-30 11:00:00,70.0,17.6,12.337333333333333,Safe
Shillong,Meghalaya,2023-04-12 05:00:00,105.0,47.5,18.606666666666666,Safe
Aizawl,Mizoram,2023-06-27 15:00:00,29.0,5.1,7.873,Safe
Ahmedabad,Gujarat,2025-05-30 21:00:00,84.0,34.1,11.786333333333333,Safe
Agartala,Tripura,2023-01-11 04:00:00,151.0,68.5,34.58666666666667,Moderate
Kohima,Nagaland,2023-04-20 05:00:00,71.0,11.3,14.931333333333335,Safe
Shillong,Meghalaya,2022-11-30 08:00:00,60.0,10.7,23.981333333333332,Safe
Dehradun,Uttarakhand,2023-07-31 15:00:00,126.0,34.3,13.926666666666668,Safe
Gangtok,Sikkim,2025-04-22 23:00:00,72.0,14.1,15.36,Safe
Dehradun,Uttarakhand,2024-06-11 21:00:00,165.0,14.2,29.75866666666667,Moderate
Mumbai,Maharashtra,2025-06-06 08:00:00,120.0,35.9,14.696333333333332,Safe
Visakhapatnam,Andhra Pradesh,2023-01-05 08:00:00,155.0,90.3,37.695,Moderate
Kohima,Nagaland,2023-06-21 20:00:00,44.0,12.1,12.842666666666666,Safe
Agartala,Tripura,2022-08-06 19:00:00,51.0,14.3,18.648333333333333,Safe
Gangtok,Sikkim,2024-11-24 06:00:00,70.0,17.0,25.261333333333333,Moderate
Bhopal,Madhya Pradesh,2025-07-01 21:00:00,52.0,16.9,10.949666666666667,Safe
Dehradun,Uttarakhand,2025-03-21 14:00:00,54.0,6.7,17.141666666666666,Safe
Mumbai,Maharashtra,2024-12-26 06:00:00,170.0,102.0,46.514,Moderate
Delhi,Delhi,2023-10-20 13:00:00,101.0,21.5,15.689333333333334,Safe
Bengaluru,Karnataka,2025-09-04 01:00:00,25.0,5.5,7.579666666666666,Safe
Bengaluru,Karnataka,2023-07-05 21:00:00,20.0,2.9,1.9193333333333336,Safe
Agartala,Tripura,2023-09-07 00:00:00,51.0,10.8,5.2589999999999995,Safe
Agartala,Tripura,2023-04-02 16:00:00,99.0,34.1,11.684333333333333,Safe
Guwahati,Assam,2022-10-31 12:00:00,88.0,14.8,13.662666666666665,Safe
Guwahati,Assam,2022-08-10 01:00:00,46.0,14.3,18.248333333333335,Safe
Chandigarh,Punjab,2024-07-29 14:00:00,77.0,23.0,13.686333333333334,Safe
Itanagar,Arunachal Pradesh,2024-01-06 18:00:00,39.0,13.0,22.556666666666665,Safe
Agartala,Tripura,2023-02-26 05:00:00,131.0,48.8,25.842333333333336,Moderate
Raipur,Chhattisgarh,2025-04-07 15:00:00,172.0,21.8,28.13433333333333,Moderate
Bhopal,Madhya Pradesh,2024-01-19 09:00:00,111.0,46.6,24.143666666666668,Safe
Visakhapatnam,Andhra Pradesh,2023-09-14 21:00:00,69.0,18.6,7.591000000000001,Safe
Chennai,Tamil Nadu,2022-12-23 17:00:00,144.0,72.4,35.090666666666664,Moderate
Chennai,Tamil Nadu,2022-08-08 19:00:00,58.0,18.0,11.632000000000001,Safe
Imphal,Manipur,2022-12-12 05:00:00,73.0,31.2,27.261,Moderate
Kolkata,West Bengal,2023-05-10 19:00:00,116.0,25.3,12.094666666666669,Safe
Patna,Bihar,2023-09-18 00:00:00,90.0,44.8,25.121666666666666,Moderate
Shimla,Himachal Pradesh,2022-08-25 04:00:00,42.0,9.5,17.401333333333334,Safe
Hyderabad,Telangana,2023-01-13 08:00:00,122.0,41.4,37.35,Moderate
Dehradun,Uttarakhand,2023-04-20 18:00:00,55.0,15.7,11.181666666666668,Safe
Patna,Bihar,2023-01-03 09:00:00,250.0,169.0,56.67066666666667,High
Ranchi,Jharkhand,2024-10-02 19:00:00,86.0,41.1,16.680999999999997,Safe
Gangtok,Sikkim,2025-07-25 00:00:00,52.0,13.2,13.436,Safe
Dehradun,Uttarakhand,2022-11-21 12:00:00,86.0,22.3,19.344666666666665,Safe
Thiruvananthapuram,Kerala,2025-03-17 22:00:00,94.0,18.1,14.299666666666667,Safe
Lucknow,Uttar Pradesh,2025-06-11 13:00:00,159.0,59.1,26.015,Moderate
Aizawl,Mizoram,2022-11-18 08:00:00,46.0,8.2,27.595666666666666,Moderate
Thiruvananthapuram,Kerala,2023-06-03 22:00:00,52.0,9.6,5.298,Safe
Agartala,Tripura,2024-02-27 13:00:00,142.0,47.1,31.672,Moderate
Aizawl,Mizoram,2025-06-04 18:00:00,87.0,10.9,16.145666666666664,Safe
Chennai,Tamil Nadu,2022-08-30 14:00:00,83.0,17.5,8.628666666666668,Safe
Raipur,Chhattisgarh,2025-11-02 16:00:00,122.0,23.5,27.034666666666666,Moderate
Kolkata,West Bengal,2024-02-17 19:00:00,167.0,89.9,33.403333333333336,Moderate
Panaji,Goa,2025-10-29 10:00:00,64.0,15.5,11.735333333333333,Safe
Mumbai,Maharashtra,2025-11-02 21:00:00,57.0,17.2,21.315666666666665,Safe
Bhubaneswar,Odisha,2024-08-04 20:00:00,71.0,27.2,13.960333333333333,Safe
Hyderabad,Telangana,2024-06-06 15:00:00,63.0,23.3,7.724333333333334,Safe
Shimla,Himachal Pradesh,2024-10-12 14:00:00,41.0,18.0,10.275,Safe
Dehradun,Uttarakhand,2024-05-24 17:00:00,130.0,52.0,21.752666666666666,Safe
Chennai,Tamil Nadu,2024-06-09 04:00:00,59.0,14.4,11.328,Safe
Itanagar,Arunachal Pradesh,2024-10-05 16:00:00,47.0,11.4,10.009,Safe
Ranchi,Jharkhand,2023-07-07 05:00:00,27.0,7.4,7.974333333333334,Safe
Hyderabad,Telangana,2024-12-20 04:00:00,92.0,7.0,26.039666666666665,Moderate
Aizawl,Mizoram,2022-12-28 05:00:00,86.0,25.4,32.68033333333333,Moderate
Gangtok,Sikkim,2025-09-03 05:00:00,33.0,6.5,11.271333333333333,Safe
Aizawl,Mizoram,2022-11-25 02:00:00,47.0,11.9,23.060333333333332,Safe
Chandigarh,Punjab,2025-09-07 21:00:00,112.0,42.6,13.093,Safe
Aizawl,Mizoram,2023-02-10 12:00:00,71.0,24.3,23.439999999999998,Safe
Shimla,Himachal Pradesh,2025-10-06 07:00:00,69.0,14.4,15.017,Safe
Agartala,Tripura,2022-10-16 11:00:00,114.0,32.1,12.64,Safe
Patna,Bihar,2025-08-11 22:00:00,139.0,67.5,25.834,Moderate
Dehradun,Uttarakhand,2025-06-10 23:00:00,168.0,60.1,34.385666666666665,Moderate
Ahmedabad,Gujarat,2025-08-07 21:00:00,74.0,31.4,9.582333333333334,Safe
Bengaluru,Karnataka,2023-01-06 13:00:00,91.0,32.8,25.969666666666665,Moderate
Aizawl,Mizoram,2025-11-05 13:00:00,25.0,4.7,20.457333333333334,Safe
Raipur,Chhattisgarh,2025-02-15 02:00:00,84.0,52.7,34.89233333333333,Moderate
Bengaluru,Karnataka,2025-01-31 00:00:00,95.0,25.0,20.040666666666667,Safe
Guwahati,Assam,2023-05-11 20:00:00,131.0,40.3,19.939666666666668,Safe
Lucknow,Uttar Pradesh,2024-02-02 05:00:00,161.0,45.8,28.042333333333332,Moderate
Lucknow,Uttar Pradesh,2024-05-03 19:00:00,165.0,35.3,26.381333333333334,Moderate
Ranchi,Jharkhand,2024-04-20 23:00:00,93.0,15.6,21.242,Safe
Gurugram,Haryana,2024-06-26 16:00:00,158.0,67.8,27.245,Moderate
Kohima,Nagaland,2024-04-18 12:00:00,79.0,26.0,9.418333333333335,Safe
Patna,Bihar,2024-03-31 01:00:00,154.0,68.2,25.115666666666666,Moderate
Dehradun,Uttarakhand,2024-10-07 18:00:00,106.0,40.6,18.10666666666667,Safe
Aizawl,Mizoram,2023-08-09 03:00:00,23.0,1.1,14.961333333333332,Safe
Bhubaneswar,Odisha,2024-02-20 18:00:00,78.0,39.8,25.765333333333334,Moderate
Gangtok,Sikkim,2025-06-19 10:00:00,31.0,3.7,15.840666666666667,Safe
Mumbai,Maharashtra,2022-09-17 05:00:00,60.0,16.2,11.708,Safe
Delhi,Delhi,2025-11-26 09:00:00,166.0,122.0,48.08833333333334,Moderate
Kohima,Nagaland,2023-09-01 11:00:00,77.0,26.3,22.167333333333332,Safe
Ahmedabad,Gujarat,2022-12-30 00:00:00,143.0,87.1,36.03266666666667,Moderate
Jaipur,Rajasthan,2023-09-11 06:00:00,67.0,23.2,12.908666666666667,Safe
Kolkata,West Bengal,2024-07-01 21:00:00,53.0,19.6,11.452666666666666,Safe
Kohima,Nagaland,2023-08-19 14:00:00,45.0,6.6,9.315999999999999,Safe
Jaipur,Rajasthan,2023-10-30 11:00:00,78.0,34.8,23.240000000000002,Safe
Hyderabad,Telangana,2024-02-11 10:00:00,83.0,21.7,19.08866666666667,Safe
Guwahati,Assam,2024-11-02 10:00:00,133.0,46.0,30.752666666666666,Moderate
Jaipur,Rajasthan,2024-12-09 17:00:00,80.0,33.5,32.67133333333334,Moderate
Aizawl,Mizoram,2024-11-12 01:00:00,29.0,7.1,21.096333333333334,Safe
Aizawl,Mizoram,2022-10-03 08:00:00,49.0,7.6,12.750666666666667,Safe
Chandigarh,Punjab,2024-05-09 10:00:00,122.0,60.3,22.707,Safe
Panaji,Goa,2023-06-04 09:00:00,44.0,8.8,4.688666666666666,Safe
Kohima,Nagaland,2024-07-21 16:00:00,32.0,5.4,11.151,Safe
Shimla,Himachal Pradesh,2022-12-28 04:00:00,71.0,19.6,17.829666666666668,Safe
Patna,Bihar,2023-08-06 01:00:00,88.0,26.7,17.954,Safe
Delhi,Delhi,2025-01-09 07:00:00,163.0,132.7,49.00866666666667,Moderate
Visakhapatnam,Andhra Pradesh,2023-10-20 18:00:00,154.0,42.8,17.303333333333335,Safe
Shillong,Meghalaya,2023-03-06 06:00:00,108.0,41.3,18.175333333333334,Safe
Ahmedabad,Gujarat,2022-12-26 12:00:00,151.0,51.7,27.755666666666666,Moderate
Hyderabad,Telangana,2023-05-24 15:00:00,109.0,27.5,11.789333333333335,Safe
Aizawl,Mizoram,2025-06-06 11:00:00,56.0,9.5,10.572333333333333,Safe
Itanagar,Arunachal Pradesh,2022-09-06 20:00:00,40.0,9.2,12.206333333333333,Safe
Chennai,Tamil Nadu,2025-05-08 02:00:00,74.0,19.3,12.950666666666667,Safe
Guwahati,Assam,2024-08-13 15:00:00,67.0,11.0,6.558333333333334,Safe
Agartala,Tripura,2023-01-09 20:00:00,129.0,46.9,30.459666666666667,Moderate
Bhopal,Madhya Pradesh,2023-06-10 00:00:00,61.0,15.1,6.585666666666667,Safe
Panaji,Goa,2023-12-21 22:00:00,124.0,57.5,31.378333333333334,Moderate
Shillong,Meghalaya,2025-08-08 15:00:00,27.0,4.4,2.5883333333333334,Safe
Lucknow,Uttar Pradesh,2025-10-25 18:00:00,153.0,66.1,32.30766666666667,Moderate
Bhopal,Madhya Pradesh,2024-09-07 14:00:00,37.0,4.6,11.464666666666666,Safe
Ahmedabad,Gujarat,2023-03-18 09:00:00,116.0,36.9,13.450000000000003,Safe
Agartala,Tripura,2023-11-15 09:00:00,75.0,17.1,22.896,Safe
Patna,Bihar,2023-07-25 07:00:00,71.0,26.7,13.608999999999998,Safe
Jaipur,Rajasthan,2023-08-26 10:00:00,72.0,15.0,8.334999999999999,Safe
Lucknow,Uttar Pradesh,2022-10-19 14:00:00,181.0,71.2,27.340666666666667,Moderate
Bhubaneswar,Odisha,2025-07-22 07:00:00,64.0,15.9,19.738,Safe
Delhi,Delhi,2025-05-23 08:00:00,575.0,85.7,60.71333333333333,High
Guwahati,Assam,2024-04-14 06:00:00,122.0,40.0,14.298666666666666,Safe
Delhi,Delhi,2022-08-05 17:00:00,99.0,39.7,12.348666666666666,Safe
Shimla,Himachal Pradesh,2022-08-31 13:00:00,67.0,18.7,12.413666666666668,Safe
Itanagar,Arunachal Pradesh,2025-07-26 19:00:00,35.0,18.2,17.568333333333335,Safe
Lucknow,Uttar Pradesh,2023-10-19 05:00:00,86.0,25.7,10.018333333333333,Safe
Imphal,Manipur,2023-12-22 17:00:00,51.0,14.5,28.670666666666666,Moderate
Patna,Bihar,2023-07-22 09:00:00,66.0,18.9,12.365,Safe
Shillong,Meghalaya,2023-08-28 03:00:00,29.0,1.2,7.454000000000001,Safe
Guwahati,Assam,2023-03-11 19:00:00,105.0,36.8,17.476333333333333,Safe
Chennai,Tamil Nadu,2025-01-16 04:00:00,79.0,42.5,25.593333333333334,Moderate
Bhopal,Madhya Pradesh,2025-02-02 15:00:00,92.0,21.7,32.66766666666667,Moderate
Kohima,Nagaland,2023-06-25 07:00:00,29.0,5.2,15.903666666666666,Safe
Shillong,Meghalaya,2023-07-16 16:00:00,36.0,7.0,16.64666666666667,Safe
Ranchi,Jharkhand,2024-04-28 10:00:00,72.0,23.5,15.478666666666665,Safe
Ranchi,Jharkhand,2025-07-12 22:00:00,104.0,49.2,21.085,Safe
Visakhapatnam,Andhra Pradesh,2025-04-19 15:00:00,75.0,27.5,14.033333333333333,Safe
Hyderabad,Telangana,2025-11-07 22:00:00,95.0,34.5,20.950000000000003,Safe
Shillong,Meghalaya,2025-01-04 01:00:00,61.0,14.0,16.368333333333332,Safe
Imphal,Manipur,2023-03-13 03:00:00,99.0,40.9,17.404666666666667,Safe
Jaipur,Rajasthan,2023-10-31 04:00:00,91.0,44.9,17.598333333333333,Safe
Jaipur,Rajasthan,2024-04-13 04:00:00,87.0,34.2,16.000999999999998,Safe
Gurugram,Haryana,2024-09-09 23:00:00,137.0,100.4,34.955333333333336,Moderate
Kohima,Nagaland,2024-02-02 06:00:00,101.0,34.5,26.895000000000003,Moderate
Shimla,Himachal Pradesh,2024-11-29 12:00:00,91.0,14.7,18.749000000000002,Safe
Thiruvananthapuram,Kerala,2023-04-18 13:00:00,76.0,35.4,15.099,Safe
Bhopal,Madhya Pradesh,2023-10-13 04:00:00,75.0,28.5,14.274000000000001,Safe
Itanagar,Arunachal Pradesh,2024-03-16 08:00:00,107.0,44.4,18.791,Safe
Kohima,Nagaland,2022-12-03 07:00:00,46.0,9.4,14.708666666666666,Safe
Itanagar,Arunachal Pradesh,2025-01-21 10:00:00,95.0,25.6,33.080666666666666,Moderate
Delhi,Delhi,2025-02-28 21:00:00,123.0,71.9,43.108333333333334,Moderate
Gurugram,Haryana,2023-02-08 17:00:00,117.0,33.8,28.52133333333333,Moderate
Aizawl,Mizoram,2022-11-09 07:00:00,45.0,8.5,22.535666666666664,Safe
Gurugram,Haryana,2023-02-01 00:00:00,163.0,67.8,31.835,Moderate
Agartala,Tripura,2023-02-18 16:00:00,165.0,56.1,34.427,Moderate
Lucknow,Uttar Pradesh,2022-09-18 18:00:00,141.0,50.5,21.833666666666666,Safe
Hyderabad,Telangana,2024-11-16 00:00:00,93.0,46.0,26.898666666666664,Moderate
Hyderabad,Telangana,2025-08-03 08:00:00,74.0,11.1,7.224,Safe
Mumbai,Maharashtra,2025-03-20 03:00:00,91.0,18.8,9.406333333333333,Safe
